plate,well,runtime,measure,run,measures_pp
S1L1,A11,89065,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,89965,0.62,saved-2019-08-27_SR1_results,0.537
S1L1,A11,90866,0.619,saved-2019-08-27_SR1_results,0.536
S1L1,A11,91767,0.619,saved-2019-08-27_SR1_results,0.536
S1L1,A11,92658,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,93558,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,94459,0.619,saved-2019-08-27_SR1_results,0.536
S1L1,A11,95360,0.619,saved-2019-08-27_SR1_results,0.536
S1L1,A11,96261,0.619,saved-2019-08-27_SR1_results,0.536
S1L1,A11,97161,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,98062,0.619,saved-2019-08-27_SR1_results,0.536
S1L1,A11,98963,0.619,saved-2019-08-27_SR1_results,0.536
S1L1,A11,99864,0.619,saved-2019-08-27_SR1_results,0.536
S1L1,A11,100764,0.619,saved-2019-08-27_SR1_results,0.536
S1L1,A11,101665,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,102566,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,103467,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,104357,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,105258,0.617,saved-2019-08-27_SR1_results,0.534
S1L1,A11,106159,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,107060,0.619,saved-2019-08-27_SR1_results,0.536
S1L1,A11,107960,0.617,saved-2019-08-27_SR1_results,0.534
S1L1,A11,108861,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,109762,0.617,saved-2019-08-27_SR1_results,0.534
S1L1,A11,110663,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,111563,0.616,saved-2019-08-27_SR1_results,0.533
S1L1,A11,112464,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,113365,0.617,saved-2019-08-27_SR1_results,0.534
S1L1,A11,114266,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,115166,0.616,saved-2019-08-27_SR1_results,0.533
S1L1,A11,116057,0.617,saved-2019-08-27_SR1_results,0.534
S1L1,A11,116958,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,117859,0.616,saved-2019-08-27_SR1_results,0.533
S1L1,A11,118759,0.617,saved-2019-08-27_SR1_results,0.534
S1L1,A11,119660,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,120561,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,121462,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,122362,0.619,saved-2019-08-27_SR1_results,0.536
S1L1,A11,123263,0.617,saved-2019-08-27_SR1_results,0.534
S1L1,A11,124164,0.617,saved-2019-08-27_SR1_results,0.534
S1L1,A11,125065,0.617,saved-2019-08-27_SR1_results,0.534
S1L1,A11,125965,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,126866,0.617,saved-2019-08-27_SR1_results,0.534
S1L1,A11,127757,0.617,saved-2019-08-27_SR1_results,0.534
S1L1,A11,128658,0.616,saved-2019-08-27_SR1_results,0.533
S1L1,A11,129558,0.619,saved-2019-08-27_SR1_results,0.536
S1L1,A11,130459,0.616,saved-2019-08-27_SR1_results,0.533
S1L1,A11,131360,0.617,saved-2019-08-27_SR1_results,0.534
S1L1,A11,132261,0.616,saved-2019-08-27_SR1_results,0.533
S1L1,A11,133162,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,134062,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,134963,0.619,saved-2019-08-27_SR1_results,0.536
S1L1,A11,135864,0.623,saved-2019-08-27_SR1_results,0.54
S1L1,A11,136765,0.622,saved-2019-08-27_SR1_results,0.539
S1L1,A11,137665,0.62,saved-2019-08-27_SR1_results,0.537
S1L1,A11,138566,0.623,saved-2019-08-27_SR1_results,0.54
S1L1,A11,139467,0.622,saved-2019-08-27_SR1_results,0.539
S1L1,A11,140358,0.621,saved-2019-08-27_SR1_results,0.538
S1L1,A11,141258,0.621,saved-2019-08-27_SR1_results,0.538
S1L1,A11,142159,0.622,saved-2019-08-27_SR1_results,0.539
S1L1,A11,143060,0.624,saved-2019-08-27_SR1_results,0.541
S1L1,A11,143961,0.622,saved-2019-08-27_SR1_results,0.539
S1L1,A11,144861,0.621,saved-2019-08-27_SR1_results,0.538
S1L1,A11,145762,0.623,saved-2019-08-27_SR1_results,0.54
S1L1,A11,146663,0.622,saved-2019-08-27_SR1_results,0.539
S1L1,A11,147564,0.621,saved-2019-08-27_SR1_results,0.538
S1L1,A11,148464,0.621,saved-2019-08-27_SR1_results,0.538
S1L1,A11,149365,0.624,saved-2019-08-27_SR1_results,0.541
S1L1,A11,150266,0.622,saved-2019-08-27_SR1_results,0.539
S1L1,A11,151167,0.621,saved-2019-08-27_SR1_results,0.538
S1L1,A11,152057,0.624,saved-2019-08-27_SR1_results,0.541
S1L1,A11,152958,0.623,saved-2019-08-27_SR1_results,0.54
S1L1,A11,153859,0.623,saved-2019-08-27_SR1_results,0.54
S1L1,A11,154760,0.62,saved-2019-08-27_SR1_results,0.537
S1L1,A11,155660,0.624,saved-2019-08-27_SR1_results,0.541
S1L1,A11,156561,0.622,saved-2019-08-27_SR1_results,0.539
S1L1,A11,157462,0.62,saved-2019-08-27_SR1_results,0.537
S1L1,A11,158363,0.624,saved-2019-08-27_SR1_results,0.541
S1L1,A11,159263,0.622,saved-2019-08-27_SR1_results,0.539
S1L1,A11,160164,0.619,saved-2019-08-27_SR1_results,0.536
S1L1,A11,161065,0.621,saved-2019-08-27_SR1_results,0.538
S1L1,A11,161966,0.62,saved-2019-08-27_SR1_results,0.537
S1L1,A11,162866,0.621,saved-2019-08-27_SR1_results,0.538
S1L1,A11,163757,0.623,saved-2019-08-27_SR1_results,0.54
S1L1,A11,164658,0.622,saved-2019-08-27_SR1_results,0.539
S1L1,A11,165559,0.618,saved-2019-08-27_SR1_results,0.535
S1L1,A11,166459,0.619,saved-2019-08-27_SR1_results,0.536
S1L1,A11,167360,0.62,saved-2019-08-27_SR1_results,0.537
S1L1,A11,168261,0.619,saved-2019-08-27_SR1_results,0.536
S1L1,A11,169162,0.621,saved-2019-08-27_SR1_results,0.538
S1L1,A11,170062,0.621,saved-2019-08-27_SR1_results,0.538
S1L1,A11,170963,0.619,saved-2019-08-27_SR1_results,0.536
S1L1,A11,171864,0.621,saved-2019-08-27_SR1_results,0.538
S1L1,A12,0,0.082,saved-2019-08-27_SR1_results,0
S1L1,A12,861,0.082,saved-2019-08-27_SR1_results,0
S1L1,A12,1761,0.082,saved-2019-08-27_SR1_results,0
S1L1,A12,2662,0.083,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,A12,3563,0.083,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,A12,4464,0.084,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,A12,5364,0.085,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,A12,6265,0.086,saved-2019-08-27_SR1_results,0.00399999999999999
S1L1,A12,7166,0.087,saved-2019-08-27_SR1_results,0.0049999999999999906
S1L1,A12,8067,0.089,saved-2019-08-27_SR1_results,0.006999999999999992
S1L1,A12,8957,0.09,saved-2019-08-27_SR1_results,0.007999999999999993
S1L1,A12,9858,0.092,saved-2019-08-27_SR1_results,0.009999999999999995
S1L1,A12,10759,0.094,saved-2019-08-27_SR1_results,0.011999999999999997
S1L1,A12,11660,0.097,saved-2019-08-27_SR1_results,0.015
S1L1,A12,12560,0.1,saved-2019-08-27_SR1_results,0.018000000000000002
S1L1,A12,13461,0.103,saved-2019-08-27_SR1_results,0.02099999999999999
S1L1,A12,14362,0.107,saved-2019-08-27_SR1_results,0.024999999999999994
S1L1,A12,15263,0.113,saved-2019-08-27_SR1_results,0.031
S1L1,A12,16163,0.12,saved-2019-08-27_SR1_results,0.03799999999999999
S1L1,A12,17064,0.16,saved-2019-08-27_SR1_results,0.078
S1L1,A12,17965,0.211,saved-2019-08-27_SR1_results,0.129
S1L1,A12,18866,0.259,saved-2019-08-27_SR1_results,0.177
S1L1,A12,19766,0.141,saved-2019-08-27_SR1_results,0.05899999999999998
S1L1,A12,20657,0.14,saved-2019-08-27_SR1_results,0.05800000000000001
S1L1,A12,21558,0.147,saved-2019-08-27_SR1_results,0.06499999999999999
S1L1,A12,22459,0.156,saved-2019-08-27_SR1_results,0.074
S1L1,A12,23359,0.16,saved-2019-08-27_SR1_results,0.078
S1L1,A12,24260,0.167,saved-2019-08-27_SR1_results,0.085
S1L1,A12,25161,0.182,saved-2019-08-27_SR1_results,0.09999999999999999
S1L1,A12,26062,0.198,saved-2019-08-27_SR1_results,0.116
S1L1,A12,26962,0.214,saved-2019-08-27_SR1_results,0.132
S1L1,A12,27863,0.233,saved-2019-08-27_SR1_results,0.15100000000000002
S1L1,A12,28764,0.254,saved-2019-08-27_SR1_results,0.172
S1L1,A12,29665,0.276,saved-2019-08-27_SR1_results,0.194
S1L1,A12,30565,0.299,saved-2019-08-27_SR1_results,0.21699999999999997
S1L1,A12,31466,0.322,saved-2019-08-27_SR1_results,0.24
S1L1,A12,32357,0.348,saved-2019-08-27_SR1_results,0.26599999999999996
S1L1,A12,33258,0.377,saved-2019-08-27_SR1_results,0.295
S1L1,A12,34158,0.402,saved-2019-08-27_SR1_results,0.32
S1L1,A12,35059,0.428,saved-2019-08-27_SR1_results,0.346
S1L1,A12,35960,0.456,saved-2019-08-27_SR1_results,0.374
S1L1,A12,36861,0.483,saved-2019-08-27_SR1_results,0.40099999999999997
S1L1,A12,37762,0.507,saved-2019-08-27_SR1_results,0.425
S1L1,A12,38662,0.533,saved-2019-08-27_SR1_results,0.451
S1L1,A12,39563,0.556,saved-2019-08-27_SR1_results,0.47400000000000003
S1L1,A12,40464,0.581,saved-2019-08-27_SR1_results,0.49899999999999994
S1L1,A12,41365,0.604,saved-2019-08-27_SR1_results,0.522
S1L1,A12,42265,0.625,saved-2019-08-27_SR1_results,0.543
S1L1,A12,43166,0.648,saved-2019-08-27_SR1_results,0.5660000000000001
S1L1,A12,44067,0.666,saved-2019-08-27_SR1_results,0.5840000000000001
S1L1,A12,44958,0.679,saved-2019-08-27_SR1_results,0.5970000000000001
S1L1,A12,45858,0.678,saved-2019-08-27_SR1_results,0.5960000000000001
S1L1,A12,46759,0.674,saved-2019-08-27_SR1_results,0.5920000000000001
S1L1,A12,47660,0.667,saved-2019-08-27_SR1_results,0.5850000000000001
S1L1,A12,48561,0.663,saved-2019-08-27_SR1_results,0.5810000000000001
S1L1,A12,49461,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L1,A12,50362,0.655,saved-2019-08-27_SR1_results,0.5730000000000001
S1L1,A12,51263,0.652,saved-2019-08-27_SR1_results,0.5700000000000001
S1L1,A12,52164,0.65,saved-2019-08-27_SR1_results,0.5680000000000001
S1L1,A12,53064,0.647,saved-2019-08-27_SR1_results,0.5650000000000001
S1L1,A12,53965,0.645,saved-2019-08-27_SR1_results,0.5630000000000001
S1L1,A12,54866,0.643,saved-2019-08-27_SR1_results,0.561
S1L1,A12,55767,0.641,saved-2019-08-27_SR1_results,0.559
S1L1,A12,56657,0.64,saved-2019-08-27_SR1_results,0.558
S1L1,A12,57558,0.638,saved-2019-08-27_SR1_results,0.556
S1L1,A12,58459,0.638,saved-2019-08-27_SR1_results,0.556
S1L1,A12,59360,0.636,saved-2019-08-27_SR1_results,0.554
S1L1,A12,60260,0.635,saved-2019-08-27_SR1_results,0.553
S1L1,A12,61161,0.635,saved-2019-08-27_SR1_results,0.553
S1L1,A12,62062,0.633,saved-2019-08-27_SR1_results,0.551
S1L1,A12,62963,0.632,saved-2019-08-27_SR1_results,0.55
S1L1,A12,63863,0.631,saved-2019-08-27_SR1_results,0.549
S1L1,A12,64764,0.63,saved-2019-08-27_SR1_results,0.548
S1L1,A12,65665,0.628,saved-2019-08-27_SR1_results,0.546
S1L1,A12,66566,0.628,saved-2019-08-27_SR1_results,0.546
S1L1,A12,67466,0.627,saved-2019-08-27_SR1_results,0.545
S1L1,A12,68357,0.627,saved-2019-08-27_SR1_results,0.545
S1L1,A12,69258,0.626,saved-2019-08-27_SR1_results,0.544
S1L1,A12,70159,0.627,saved-2019-08-27_SR1_results,0.545
S1L1,A12,71059,0.625,saved-2019-08-27_SR1_results,0.543
S1L1,A12,71960,0.623,saved-2019-08-27_SR1_results,0.541
S1L1,A12,72861,0.625,saved-2019-08-27_SR1_results,0.543
S1L1,A12,73762,0.622,saved-2019-08-27_SR1_results,0.54
S1L1,A12,74662,0.624,saved-2019-08-27_SR1_results,0.542
S1L1,A12,75563,0.624,saved-2019-08-27_SR1_results,0.542
S1L1,A12,76464,0.623,saved-2019-08-27_SR1_results,0.541
S1L1,A12,77365,0.623,saved-2019-08-27_SR1_results,0.541
S1L1,A12,78265,0.62,saved-2019-08-27_SR1_results,0.538
S1L1,A12,79166,0.618,saved-2019-08-27_SR1_results,0.536
S1L1,A12,80057,0.62,saved-2019-08-27_SR1_results,0.538
S1L1,A12,80958,0.619,saved-2019-08-27_SR1_results,0.537
S1L1,A12,81858,0.619,saved-2019-08-27_SR1_results,0.537
S1L1,A12,82759,0.616,saved-2019-08-27_SR1_results,0.534
S1L1,A12,83660,0.614,saved-2019-08-27_SR1_results,0.532
S1L1,A12,84561,0.616,saved-2019-08-27_SR1_results,0.534
S1L1,A12,85462,0.616,saved-2019-08-27_SR1_results,0.534
S1L1,A12,86362,0.615,saved-2019-08-27_SR1_results,0.533
S1L1,A12,87263,0.616,saved-2019-08-27_SR1_results,0.534
S1L1,A12,88164,0.613,saved-2019-08-27_SR1_results,0.531
S1L1,A12,89065,0.612,saved-2019-08-27_SR1_results,0.53
S1L1,A12,89965,0.614,saved-2019-08-27_SR1_results,0.532
S1L1,A12,90866,0.613,saved-2019-08-27_SR1_results,0.531
S1L1,A12,91767,0.61,saved-2019-08-27_SR1_results,0.528
S1L1,A12,92658,0.609,saved-2019-08-27_SR1_results,0.527
S1L1,A12,93558,0.608,saved-2019-08-27_SR1_results,0.526
S1L1,A12,94459,0.608,saved-2019-08-27_SR1_results,0.526
S1L1,A12,95360,0.608,saved-2019-08-27_SR1_results,0.526
S1L1,A12,96261,0.608,saved-2019-08-27_SR1_results,0.526
S1L1,A12,97161,0.609,saved-2019-08-27_SR1_results,0.527
S1L1,A12,98062,0.607,saved-2019-08-27_SR1_results,0.525
S1L1,A12,98963,0.607,saved-2019-08-27_SR1_results,0.525
S1L1,A12,99864,0.606,saved-2019-08-27_SR1_results,0.524
S1L1,A12,100764,0.608,saved-2019-08-27_SR1_results,0.526
S1L1,A12,101665,0.605,saved-2019-08-27_SR1_results,0.523
S1L1,A12,102566,0.603,saved-2019-08-27_SR1_results,0.521
S1L1,A12,103467,0.602,saved-2019-08-27_SR1_results,0.52
S1L1,A12,104357,0.603,saved-2019-08-27_SR1_results,0.521
S1L1,A12,105258,0.602,saved-2019-08-27_SR1_results,0.52
S1L1,A12,106159,0.603,saved-2019-08-27_SR1_results,0.521
S1L1,A12,107060,0.601,saved-2019-08-27_SR1_results,0.519
S1L1,A12,107960,0.601,saved-2019-08-27_SR1_results,0.519
S1L1,A12,108861,0.6,saved-2019-08-27_SR1_results,0.518
S1L1,A12,109762,0.601,saved-2019-08-27_SR1_results,0.519
S1L1,A12,110663,0.601,saved-2019-08-27_SR1_results,0.519
S1L1,A12,111563,0.598,saved-2019-08-27_SR1_results,0.516
S1L1,A12,112464,0.599,saved-2019-08-27_SR1_results,0.517
S1L1,A12,113365,0.598,saved-2019-08-27_SR1_results,0.516
S1L1,A12,114266,0.598,saved-2019-08-27_SR1_results,0.516
S1L1,A12,115166,0.595,saved-2019-08-27_SR1_results,0.513
S1L1,A12,116057,0.598,saved-2019-08-27_SR1_results,0.516
S1L1,A12,116958,0.597,saved-2019-08-27_SR1_results,0.515
S1L1,A12,117859,0.596,saved-2019-08-27_SR1_results,0.514
S1L1,A12,118759,0.595,saved-2019-08-27_SR1_results,0.513
S1L1,A12,119660,0.596,saved-2019-08-27_SR1_results,0.514
S1L1,A12,120561,0.594,saved-2019-08-27_SR1_results,0.512
S1L1,A12,121462,0.595,saved-2019-08-27_SR1_results,0.513
S1L1,A12,122362,0.593,saved-2019-08-27_SR1_results,0.511
S1L1,A12,123263,0.595,saved-2019-08-27_SR1_results,0.513
S1L1,A12,124164,0.594,saved-2019-08-27_SR1_results,0.512
S1L1,A12,125065,0.592,saved-2019-08-27_SR1_results,0.51
S1L1,A12,125965,0.592,saved-2019-08-27_SR1_results,0.51
S1L1,A12,126866,0.591,saved-2019-08-27_SR1_results,0.509
S1L1,A12,127757,0.591,saved-2019-08-27_SR1_results,0.509
S1L1,A12,128658,0.591,saved-2019-08-27_SR1_results,0.509
S1L1,A12,129558,0.592,saved-2019-08-27_SR1_results,0.51
S1L1,A12,130459,0.588,saved-2019-08-27_SR1_results,0.506
S1L1,A12,131360,0.589,saved-2019-08-27_SR1_results,0.507
S1L1,A12,132261,0.59,saved-2019-08-27_SR1_results,0.508
S1L1,A12,133162,0.59,saved-2019-08-27_SR1_results,0.508
S1L1,A12,134062,0.587,saved-2019-08-27_SR1_results,0.505
S1L1,A12,134963,0.589,saved-2019-08-27_SR1_results,0.507
S1L1,A12,135864,0.589,saved-2019-08-27_SR1_results,0.507
S1L1,A12,136765,0.586,saved-2019-08-27_SR1_results,0.504
S1L1,A12,137665,0.584,saved-2019-08-27_SR1_results,0.502
S1L1,A12,138566,0.586,saved-2019-08-27_SR1_results,0.504
S1L1,A12,139467,0.584,saved-2019-08-27_SR1_results,0.502
S1L1,A12,140358,0.584,saved-2019-08-27_SR1_results,0.502
S1L1,A12,141258,0.585,saved-2019-08-27_SR1_results,0.503
S1L1,A12,142159,0.583,saved-2019-08-27_SR1_results,0.501
S1L1,A12,143060,0.586,saved-2019-08-27_SR1_results,0.504
S1L1,A12,143961,0.583,saved-2019-08-27_SR1_results,0.501
S1L1,A12,144861,0.584,saved-2019-08-27_SR1_results,0.502
S1L1,A12,145762,0.584,saved-2019-08-27_SR1_results,0.502
S1L1,A12,146663,0.582,saved-2019-08-27_SR1_results,0.49999999999999994
S1L1,A12,147564,0.581,saved-2019-08-27_SR1_results,0.49899999999999994
S1L1,A12,148464,0.581,saved-2019-08-27_SR1_results,0.49899999999999994
S1L1,A12,149365,0.581,saved-2019-08-27_SR1_results,0.49899999999999994
S1L1,A12,150266,0.581,saved-2019-08-27_SR1_results,0.49899999999999994
S1L1,A12,151167,0.582,saved-2019-08-27_SR1_results,0.49999999999999994
S1L1,A12,152057,0.581,saved-2019-08-27_SR1_results,0.49899999999999994
S1L1,A12,152958,0.579,saved-2019-08-27_SR1_results,0.49699999999999994
S1L1,A12,153859,0.58,saved-2019-08-27_SR1_results,0.49799999999999994
S1L1,A12,154760,0.578,saved-2019-08-27_SR1_results,0.49599999999999994
S1L1,A12,155660,0.58,saved-2019-08-27_SR1_results,0.49799999999999994
S1L1,A12,156561,0.58,saved-2019-08-27_SR1_results,0.49799999999999994
S1L1,A12,157462,0.579,saved-2019-08-27_SR1_results,0.49699999999999994
S1L1,A12,158363,0.577,saved-2019-08-27_SR1_results,0.49499999999999994
S1L1,A12,159263,0.576,saved-2019-08-27_SR1_results,0.49399999999999994
S1L1,A12,160164,0.575,saved-2019-08-27_SR1_results,0.49299999999999994
S1L1,A12,161065,0.575,saved-2019-08-27_SR1_results,0.49299999999999994
S1L1,A12,161966,0.574,saved-2019-08-27_SR1_results,0.49199999999999994
S1L1,A12,162866,0.573,saved-2019-08-27_SR1_results,0.49099999999999994
S1L1,A12,163757,0.573,saved-2019-08-27_SR1_results,0.49099999999999994
S1L1,A12,164658,0.573,saved-2019-08-27_SR1_results,0.49099999999999994
S1L1,A12,165559,0.571,saved-2019-08-27_SR1_results,0.48899999999999993
S1L1,A12,166459,0.574,saved-2019-08-27_SR1_results,0.49199999999999994
S1L1,A12,167360,0.572,saved-2019-08-27_SR1_results,0.48999999999999994
S1L1,A12,168261,0.573,saved-2019-08-27_SR1_results,0.49099999999999994
S1L1,A12,169162,0.571,saved-2019-08-27_SR1_results,0.48899999999999993
S1L1,A12,170062,0.571,saved-2019-08-27_SR1_results,0.48899999999999993
S1L1,A12,170963,0.57,saved-2019-08-27_SR1_results,0.48799999999999993
S1L1,A12,171864,0.57,saved-2019-08-27_SR1_results,0.48799999999999993
S1L1,B01,0,0.109,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,B01,861,0.108,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,B01,1761,0.106,saved-2019-08-27_SR1_results,0
S1L1,B01,2662,0.107,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,B01,3563,0.107,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,B01,4464,0.107,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,B01,5364,0.107,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,B01,6265,0.107,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,B01,7166,0.108,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,B01,8067,0.11,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,B01,8957,0.111,saved-2019-08-27_SR1_results,0.0050000000000000044
S1L1,B01,9858,0.113,saved-2019-08-27_SR1_results,0.007000000000000006
S1L1,B01,10759,0.113,saved-2019-08-27_SR1_results,0.007000000000000006
S1L1,B01,11660,0.115,saved-2019-08-27_SR1_results,0.009000000000000008
S1L1,B01,12560,0.116,saved-2019-08-27_SR1_results,0.010000000000000009
S1L1,B01,13461,0.117,saved-2019-08-27_SR1_results,0.01100000000000001
S1L1,B01,14362,0.119,saved-2019-08-27_SR1_results,0.012999999999999998
S1L1,B01,15263,0.121,saved-2019-08-27_SR1_results,0.015
S1L1,B01,16163,0.125,saved-2019-08-27_SR1_results,0.019000000000000003
S1L1,B01,17064,0.129,saved-2019-08-27_SR1_results,0.023000000000000007
S1L1,B01,17965,0.133,saved-2019-08-27_SR1_results,0.02700000000000001
S1L1,B01,18866,0.138,saved-2019-08-27_SR1_results,0.032000000000000015
S1L1,B01,19766,0.144,saved-2019-08-27_SR1_results,0.03799999999999999
S1L1,B01,20657,0.15,saved-2019-08-27_SR1_results,0.044
S1L1,B01,21558,0.158,saved-2019-08-27_SR1_results,0.052000000000000005
S1L1,B01,22459,0.166,saved-2019-08-27_SR1_results,0.06000000000000001
S1L1,B01,23359,0.173,saved-2019-08-27_SR1_results,0.06699999999999999
S1L1,B01,24260,0.187,saved-2019-08-27_SR1_results,0.081
S1L1,B01,25161,0.195,saved-2019-08-27_SR1_results,0.08900000000000001
S1L1,B01,26062,0.206,saved-2019-08-27_SR1_results,0.09999999999999999
S1L1,B01,26962,0.234,saved-2019-08-27_SR1_results,0.128
S1L1,B01,27863,0.252,saved-2019-08-27_SR1_results,0.14600000000000002
S1L1,B01,28764,0.272,saved-2019-08-27_SR1_results,0.16600000000000004
S1L1,B01,29665,0.296,saved-2019-08-27_SR1_results,0.19
S1L1,B01,30565,0.326,saved-2019-08-27_SR1_results,0.22000000000000003
S1L1,B01,31466,0.359,saved-2019-08-27_SR1_results,0.253
S1L1,B01,32357,0.399,saved-2019-08-27_SR1_results,0.29300000000000004
S1L1,B01,33258,0.439,saved-2019-08-27_SR1_results,0.333
S1L1,B01,34158,0.466,saved-2019-08-27_SR1_results,0.36000000000000004
S1L1,B01,35059,0.492,saved-2019-08-27_SR1_results,0.386
S1L1,B01,35960,0.518,saved-2019-08-27_SR1_results,0.41200000000000003
S1L1,B01,36861,0.543,saved-2019-08-27_SR1_results,0.43700000000000006
S1L1,B01,37762,0.569,saved-2019-08-27_SR1_results,0.46299999999999997
S1L1,B01,38662,0.59,saved-2019-08-27_SR1_results,0.484
S1L1,B01,39563,0.616,saved-2019-08-27_SR1_results,0.51
S1L1,B01,40464,0.635,saved-2019-08-27_SR1_results,0.529
S1L1,B01,41365,0.655,saved-2019-08-27_SR1_results,0.549
S1L1,B01,42265,0.662,saved-2019-08-27_SR1_results,0.556
S1L1,B01,43166,0.657,saved-2019-08-27_SR1_results,0.551
S1L1,B01,44067,0.653,saved-2019-08-27_SR1_results,0.547
S1L1,B01,44958,0.653,saved-2019-08-27_SR1_results,0.547
S1L1,B01,45858,0.652,saved-2019-08-27_SR1_results,0.546
S1L1,B01,46759,0.65,saved-2019-08-27_SR1_results,0.544
S1L1,B01,47660,0.649,saved-2019-08-27_SR1_results,0.543
S1L1,B01,48561,0.647,saved-2019-08-27_SR1_results,0.541
S1L1,B01,49461,0.646,saved-2019-08-27_SR1_results,0.54
S1L1,B01,50362,0.647,saved-2019-08-27_SR1_results,0.541
S1L1,B01,51263,0.645,saved-2019-08-27_SR1_results,0.539
S1L1,B01,52164,0.646,saved-2019-08-27_SR1_results,0.54
S1L1,B01,53064,0.645,saved-2019-08-27_SR1_results,0.539
S1L1,B01,53965,0.641,saved-2019-08-27_SR1_results,0.535
S1L1,B01,54866,0.643,saved-2019-08-27_SR1_results,0.537
S1L1,B01,55767,0.639,saved-2019-08-27_SR1_results,0.533
S1L1,B01,56657,0.641,saved-2019-08-27_SR1_results,0.535
S1L1,B01,57558,0.638,saved-2019-08-27_SR1_results,0.532
S1L1,B01,58459,0.637,saved-2019-08-27_SR1_results,0.531
S1L1,B01,59360,0.638,saved-2019-08-27_SR1_results,0.532
S1L1,B01,60260,0.636,saved-2019-08-27_SR1_results,0.53
S1L1,B01,61161,0.638,saved-2019-08-27_SR1_results,0.532
S1L1,B01,62062,0.635,saved-2019-08-27_SR1_results,0.529
S1L1,B01,62963,0.635,saved-2019-08-27_SR1_results,0.529
S1L1,B01,63863,0.635,saved-2019-08-27_SR1_results,0.529
S1L1,B01,64764,0.634,saved-2019-08-27_SR1_results,0.528
S1L1,B01,65665,0.634,saved-2019-08-27_SR1_results,0.528
S1L1,B01,66566,0.634,saved-2019-08-27_SR1_results,0.528
S1L1,B01,67466,0.634,saved-2019-08-27_SR1_results,0.528
S1L1,B01,68357,0.633,saved-2019-08-27_SR1_results,0.527
S1L1,B01,69258,0.633,saved-2019-08-27_SR1_results,0.527
S1L1,B01,70159,0.63,saved-2019-08-27_SR1_results,0.524
S1L1,B01,71059,0.629,saved-2019-08-27_SR1_results,0.523
S1L1,B01,71960,0.629,saved-2019-08-27_SR1_results,0.523
S1L1,B01,72861,0.632,saved-2019-08-27_SR1_results,0.526
S1L1,B01,73762,0.632,saved-2019-08-27_SR1_results,0.526
S1L1,B01,74662,0.628,saved-2019-08-27_SR1_results,0.522
S1L1,B01,75563,0.631,saved-2019-08-27_SR1_results,0.525
S1L1,B01,76464,0.628,saved-2019-08-27_SR1_results,0.522
S1L1,B01,77365,0.629,saved-2019-08-27_SR1_results,0.523
S1L1,B01,78265,0.628,saved-2019-08-27_SR1_results,0.522
S1L1,B01,79166,0.629,saved-2019-08-27_SR1_results,0.523
S1L1,B01,80057,0.628,saved-2019-08-27_SR1_results,0.522
S1L1,B01,80958,0.629,saved-2019-08-27_SR1_results,0.523
S1L1,B01,81858,0.626,saved-2019-08-27_SR1_results,0.52
S1L1,B01,82759,0.627,saved-2019-08-27_SR1_results,0.521
S1L1,B01,83660,0.629,saved-2019-08-27_SR1_results,0.523
S1L1,B01,84561,0.626,saved-2019-08-27_SR1_results,0.52
S1L1,B01,85462,0.628,saved-2019-08-27_SR1_results,0.522
S1L1,B01,86362,0.625,saved-2019-08-27_SR1_results,0.519
S1L1,B01,87263,0.624,saved-2019-08-27_SR1_results,0.518
S1L1,B01,88164,0.626,saved-2019-08-27_SR1_results,0.52
S1L1,B01,89065,0.626,saved-2019-08-27_SR1_results,0.52
