plate,well,runtime,measure,run,measures_pp
S1L2,D02,13462,0.109,saved-2019-08-27_SR1_results,0.025999999999999995
S1L2,D02,14363,0.115,saved-2019-08-27_SR1_results,0.032
S1L2,D02,15263,0.12,saved-2019-08-27_SR1_results,0.03699999999999999
S1L2,D02,16164,0.125,saved-2019-08-27_SR1_results,0.041999999999999996
S1L2,D02,17065,0.133,saved-2019-08-27_SR1_results,0.05
S1L2,D02,17966,0.141,saved-2019-08-27_SR1_results,0.05799999999999998
S1L2,D02,18867,0.154,saved-2019-08-27_SR1_results,0.071
S1L2,D02,19767,0.167,saved-2019-08-27_SR1_results,0.084
S1L2,D02,20657,0.178,saved-2019-08-27_SR1_results,0.09499999999999999
S1L2,D02,21559,0.191,saved-2019-08-27_SR1_results,0.108
S1L2,D02,22459,0.208,saved-2019-08-27_SR1_results,0.12499999999999999
S1L2,D02,23360,0.227,saved-2019-08-27_SR1_results,0.14400000000000002
S1L2,D02,24261,0.251,saved-2019-08-27_SR1_results,0.16799999999999998
S1L2,D02,25162,0.274,saved-2019-08-27_SR1_results,0.191
S1L2,D02,26062,0.297,saved-2019-08-27_SR1_results,0.21399999999999997
S1L2,D02,26963,0.326,saved-2019-08-27_SR1_results,0.243
S1L2,D02,27864,0.357,saved-2019-08-27_SR1_results,0.27399999999999997
S1L2,D02,28765,0.382,saved-2019-08-27_SR1_results,0.299
S1L2,D02,29666,0.411,saved-2019-08-27_SR1_results,0.32799999999999996
S1L2,D02,30566,0.436,saved-2019-08-27_SR1_results,0.353
S1L2,D02,31467,0.462,saved-2019-08-27_SR1_results,0.379
S1L2,D02,32358,0.492,saved-2019-08-27_SR1_results,0.409
S1L2,D02,33259,0.517,saved-2019-08-27_SR1_results,0.434
S1L2,D02,34159,0.544,saved-2019-08-27_SR1_results,0.461
S1L2,D02,35061,0.571,saved-2019-08-27_SR1_results,0.48799999999999993
S1L2,D02,35962,0.597,saved-2019-08-27_SR1_results,0.514
S1L2,D02,36861,0.62,saved-2019-08-27_SR1_results,0.537
S1L2,D02,37763,0.641,saved-2019-08-27_SR1_results,0.558
S1L2,D02,38663,0.667,saved-2019-08-27_SR1_results,0.5840000000000001
S1L2,D02,39565,0.689,saved-2019-08-27_SR1_results,0.606
S1L2,D02,40464,0.695,saved-2019-08-27_SR1_results,0.612
S1L2,D02,41366,0.697,saved-2019-08-27_SR1_results,0.614
S1L2,D02,42266,0.696,saved-2019-08-27_SR1_results,0.613
S1L2,D02,43168,0.698,saved-2019-08-27_SR1_results,0.615
S1L2,D02,44068,0.701,saved-2019-08-27_SR1_results,0.618
S1L2,D02,44959,0.699,saved-2019-08-27_SR1_results,0.616
S1L2,D02,45859,0.698,saved-2019-08-27_SR1_results,0.615
S1L2,D02,46761,0.702,saved-2019-08-27_SR1_results,0.619
S1L2,D02,47660,0.697,saved-2019-08-27_SR1_results,0.614
S1L2,D02,48561,0.694,saved-2019-08-27_SR1_results,0.611
S1L2,D02,49464,0.695,saved-2019-08-27_SR1_results,0.612
S1L2,D02,50364,0.696,saved-2019-08-27_SR1_results,0.613
S1L2,D02,51264,0.695,saved-2019-08-27_SR1_results,0.612
S1L2,D02,52166,0.694,saved-2019-08-27_SR1_results,0.611
S1L2,D02,53066,0.695,saved-2019-08-27_SR1_results,0.612
S1L2,D02,53966,0.691,saved-2019-08-27_SR1_results,0.608
S1L2,D02,54866,0.693,saved-2019-08-27_SR1_results,0.61
S1L2,D02,55767,0.69,saved-2019-08-27_SR1_results,0.607
S1L2,D02,56658,0.69,saved-2019-08-27_SR1_results,0.607
S1L2,D02,57559,0.689,saved-2019-08-27_SR1_results,0.606
S1L2,D02,58460,0.689,saved-2019-08-27_SR1_results,0.606
S1L2,D02,59361,0.689,saved-2019-08-27_SR1_results,0.606
S1L2,D02,60261,0.689,saved-2019-08-27_SR1_results,0.606
S1L2,D02,61161,0.691,saved-2019-08-27_SR1_results,0.608
S1L2,D02,62063,0.688,saved-2019-08-27_SR1_results,0.605
S1L2,D02,62963,0.687,saved-2019-08-27_SR1_results,0.6040000000000001
S1L2,D02,63864,0.685,saved-2019-08-27_SR1_results,0.6020000000000001
S1L2,D02,64765,0.686,saved-2019-08-27_SR1_results,0.6030000000000001
S1L2,D02,65666,0.687,saved-2019-08-27_SR1_results,0.6040000000000001
S1L2,D02,66566,0.687,saved-2019-08-27_SR1_results,0.6040000000000001
S1L2,D02,67467,0.686,saved-2019-08-27_SR1_results,0.6030000000000001
S1L2,D02,68358,0.684,saved-2019-08-27_SR1_results,0.6010000000000001
S1L2,D02,69259,0.687,saved-2019-08-27_SR1_results,0.6040000000000001
S1L2,D02,70160,0.685,saved-2019-08-27_SR1_results,0.6020000000000001
S1L2,D02,71060,0.684,saved-2019-08-27_SR1_results,0.6010000000000001
S1L2,D02,71961,0.686,saved-2019-08-27_SR1_results,0.6030000000000001
S1L2,D02,72862,0.687,saved-2019-08-27_SR1_results,0.6040000000000001
S1L2,D02,73763,0.684,saved-2019-08-27_SR1_results,0.6010000000000001
S1L2,D02,74663,0.682,saved-2019-08-27_SR1_results,0.5990000000000001
S1L2,D02,75565,0.683,saved-2019-08-27_SR1_results,0.6000000000000001
S1L2,D02,76465,0.682,saved-2019-08-27_SR1_results,0.5990000000000001
S1L2,D02,77365,0.681,saved-2019-08-27_SR1_results,0.5980000000000001
S1L2,D02,78267,0.683,saved-2019-08-27_SR1_results,0.6000000000000001
S1L2,D02,79167,0.682,saved-2019-08-27_SR1_results,0.5990000000000001
S1L2,D02,80058,0.685,saved-2019-08-27_SR1_results,0.6020000000000001
S1L2,D02,80959,0.684,saved-2019-08-27_SR1_results,0.6010000000000001
S1L2,D02,81860,0.68,saved-2019-08-27_SR1_results,0.5970000000000001
S1L2,D02,82760,0.681,saved-2019-08-27_SR1_results,0.5980000000000001
S1L2,D02,83661,0.683,saved-2019-08-27_SR1_results,0.6000000000000001
S1L2,D02,84562,0.684,saved-2019-08-27_SR1_results,0.6010000000000001
S1L2,D02,85462,0.683,saved-2019-08-27_SR1_results,0.6000000000000001
S1L2,D02,86363,0.679,saved-2019-08-27_SR1_results,0.5960000000000001
S1L2,D02,87264,0.68,saved-2019-08-27_SR1_results,0.5970000000000001
S1L2,D02,88164,0.68,saved-2019-08-27_SR1_results,0.5970000000000001
S1L2,D02,89065,0.68,saved-2019-08-27_SR1_results,0.5970000000000001
S1L2,D02,89966,0.68,saved-2019-08-27_SR1_results,0.5970000000000001
S1L2,D02,90868,0.679,saved-2019-08-27_SR1_results,0.5960000000000001
S1L2,D02,91768,0.679,saved-2019-08-27_SR1_results,0.5960000000000001
S1L2,D02,92660,0.682,saved-2019-08-27_SR1_results,0.5990000000000001
S1L2,D02,93559,0.681,saved-2019-08-27_SR1_results,0.5980000000000001
S1L2,D02,94460,0.68,saved-2019-08-27_SR1_results,0.5970000000000001
S1L2,D02,95362,0.679,saved-2019-08-27_SR1_results,0.5960000000000001
S1L2,D02,96262,0.679,saved-2019-08-27_SR1_results,0.5960000000000001
S1L2,D02,97163,0.678,saved-2019-08-27_SR1_results,0.5950000000000001
S1L2,D02,98064,0.681,saved-2019-08-27_SR1_results,0.5980000000000001
S1L2,D02,98965,0.682,saved-2019-08-27_SR1_results,0.5990000000000001
S1L2,D02,99865,0.681,saved-2019-08-27_SR1_results,0.5980000000000001
S1L2,D02,100767,0.682,saved-2019-08-27_SR1_results,0.5990000000000001
S1L2,D02,101667,0.678,saved-2019-08-27_SR1_results,0.5950000000000001
S1L2,D02,102567,0.679,saved-2019-08-27_SR1_results,0.5960000000000001
S1L2,D02,103469,0.679,saved-2019-08-27_SR1_results,0.5960000000000001
S1L2,D02,104359,0.677,saved-2019-08-27_SR1_results,0.5940000000000001
S1L2,D02,105260,0.676,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D02,106161,0.679,saved-2019-08-27_SR1_results,0.5960000000000001
S1L2,D02,107062,0.677,saved-2019-08-27_SR1_results,0.5940000000000001
S1L2,D02,107962,0.678,saved-2019-08-27_SR1_results,0.5950000000000001
S1L2,D02,108863,0.682,saved-2019-08-27_SR1_results,0.5990000000000001
S1L2,D02,109764,0.679,saved-2019-08-27_SR1_results,0.5960000000000001
S1L2,D02,110665,0.678,saved-2019-08-27_SR1_results,0.5950000000000001
S1L2,D02,111564,0.678,saved-2019-08-27_SR1_results,0.5950000000000001
S1L2,D02,112465,0.677,saved-2019-08-27_SR1_results,0.5940000000000001
S1L2,D02,113366,0.677,saved-2019-08-27_SR1_results,0.5940000000000001
S1L2,D02,114267,0.674,saved-2019-08-27_SR1_results,0.5910000000000001
S1L2,D02,115167,0.678,saved-2019-08-27_SR1_results,0.5950000000000001
S1L2,D02,116058,0.677,saved-2019-08-27_SR1_results,0.5940000000000001
S1L2,D02,116959,0.677,saved-2019-08-27_SR1_results,0.5940000000000001
S1L2,D02,117859,0.677,saved-2019-08-27_SR1_results,0.5940000000000001
S1L2,D02,118760,0.679,saved-2019-08-27_SR1_results,0.5960000000000001
S1L2,D02,119661,0.676,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D02,120562,0.673,saved-2019-08-27_SR1_results,0.5900000000000001
S1L2,D02,121463,0.676,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D02,122364,0.676,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D02,123264,0.674,saved-2019-08-27_SR1_results,0.5910000000000001
S1L2,D02,124165,0.678,saved-2019-08-27_SR1_results,0.5950000000000001
S1L2,D02,125066,0.674,saved-2019-08-27_SR1_results,0.5910000000000001
S1L2,D02,125966,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,126866,0.676,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D02,127758,0.677,saved-2019-08-27_SR1_results,0.5940000000000001
S1L2,D02,128658,0.673,saved-2019-08-27_SR1_results,0.5900000000000001
S1L2,D02,129560,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,130460,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,131361,0.674,saved-2019-08-27_SR1_results,0.5910000000000001
S1L2,D02,132261,0.674,saved-2019-08-27_SR1_results,0.5910000000000001
S1L2,D02,133164,0.676,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D02,134064,0.677,saved-2019-08-27_SR1_results,0.5940000000000001
S1L2,D02,134963,0.673,saved-2019-08-27_SR1_results,0.5900000000000001
S1L2,D02,135865,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,136765,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,137667,0.678,saved-2019-08-27_SR1_results,0.5950000000000001
S1L2,D02,138568,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,139469,0.674,saved-2019-08-27_SR1_results,0.5910000000000001
S1L2,D02,140359,0.676,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D02,141261,0.676,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D02,142161,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,143061,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,143963,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,144863,0.677,saved-2019-08-27_SR1_results,0.5940000000000001
S1L2,D02,145764,0.674,saved-2019-08-27_SR1_results,0.5910000000000001
S1L2,D02,146665,0.676,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D02,147565,0.674,saved-2019-08-27_SR1_results,0.5910000000000001
S1L2,D02,148466,0.676,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D02,149367,0.676,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D02,150268,0.678,saved-2019-08-27_SR1_results,0.5950000000000001
S1L2,D02,151168,0.677,saved-2019-08-27_SR1_results,0.5940000000000001
S1L2,D02,152060,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,152960,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,153860,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,154762,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,155662,0.673,saved-2019-08-27_SR1_results,0.5900000000000001
S1L2,D02,156563,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,157464,0.676,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D02,158365,0.676,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D02,159265,0.676,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D02,160166,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,161067,0.677,saved-2019-08-27_SR1_results,0.5940000000000001
S1L2,D02,161968,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,162868,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,163760,0.677,saved-2019-08-27_SR1_results,0.5940000000000001
S1L2,D02,164660,0.676,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D02,165560,0.677,saved-2019-08-27_SR1_results,0.5940000000000001
S1L2,D02,166462,0.676,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D02,167362,0.678,saved-2019-08-27_SR1_results,0.5950000000000001
S1L2,D02,168263,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,169162,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D02,170064,0.674,saved-2019-08-27_SR1_results,0.5910000000000001
S1L2,D02,170964,0.674,saved-2019-08-27_SR1_results,0.5910000000000001
S1L2,D02,171865,0.675,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D03,0,0.082,saved-2019-08-27_SR1_results,0
S1L2,D03,861,0.083,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L2,D03,1763,0.091,saved-2019-08-27_SR1_results,0.008999999999999994
S1L2,D03,2663,0.085,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L2,D03,3563,0.086,saved-2019-08-27_SR1_results,0.00399999999999999
S1L2,D03,4465,0.089,saved-2019-08-27_SR1_results,0.006999999999999992
S1L2,D03,5365,0.09,saved-2019-08-27_SR1_results,0.007999999999999993
S1L2,D03,6266,0.092,saved-2019-08-27_SR1_results,0.009999999999999995
S1L2,D03,7166,0.095,saved-2019-08-27_SR1_results,0.012999999999999998
S1L2,D03,8068,0.098,saved-2019-08-27_SR1_results,0.016
S1L2,D03,8958,0.101,saved-2019-08-27_SR1_results,0.019000000000000003
S1L2,D03,9860,0.106,saved-2019-08-27_SR1_results,0.023999999999999994
S1L2,D03,10760,0.111,saved-2019-08-27_SR1_results,0.028999999999999998
S1L2,D03,11660,0.116,saved-2019-08-27_SR1_results,0.034
S1L2,D03,12561,0.125,saved-2019-08-27_SR1_results,0.043
S1L2,D03,13462,0.135,saved-2019-08-27_SR1_results,0.053000000000000005
S1L2,D03,14363,0.177,saved-2019-08-27_SR1_results,0.09499999999999999
S1L2,D03,15263,0.205,saved-2019-08-27_SR1_results,0.12299999999999998
S1L2,D03,16164,0.238,saved-2019-08-27_SR1_results,0.15599999999999997
S1L2,D03,17065,0.272,saved-2019-08-27_SR1_results,0.19
S1L2,D03,17966,0.327,saved-2019-08-27_SR1_results,0.245
S1L2,D03,18867,0.187,saved-2019-08-27_SR1_results,0.105
S1L2,D03,19767,0.169,saved-2019-08-27_SR1_results,0.08700000000000001
S1L2,D03,20657,0.173,saved-2019-08-27_SR1_results,0.09099999999999998
S1L2,D03,21559,0.181,saved-2019-08-27_SR1_results,0.09899999999999999
S1L2,D03,22459,0.197,saved-2019-08-27_SR1_results,0.115
S1L2,D03,23360,0.212,saved-2019-08-27_SR1_results,0.13
S1L2,D03,24261,0.237,saved-2019-08-27_SR1_results,0.15499999999999997
S1L2,D03,25162,0.261,saved-2019-08-27_SR1_results,0.179
S1L2,D03,26062,0.284,saved-2019-08-27_SR1_results,0.20199999999999996
S1L2,D03,26963,0.309,saved-2019-08-27_SR1_results,0.22699999999999998
S1L2,D03,27864,0.341,saved-2019-08-27_SR1_results,0.259
S1L2,D03,28765,0.369,saved-2019-08-27_SR1_results,0.287
S1L2,D03,29666,0.406,saved-2019-08-27_SR1_results,0.324
S1L2,D03,30566,0.435,saved-2019-08-27_SR1_results,0.353
S1L2,D03,31467,0.462,saved-2019-08-27_SR1_results,0.38
S1L2,D03,32358,0.489,saved-2019-08-27_SR1_results,0.407
S1L2,D03,33259,0.516,saved-2019-08-27_SR1_results,0.434
S1L2,D03,34159,0.536,saved-2019-08-27_SR1_results,0.454
S1L2,D03,35061,0.56,saved-2019-08-27_SR1_results,0.47800000000000004
S1L2,D03,35962,0.586,saved-2019-08-27_SR1_results,0.504
S1L2,D03,36861,0.604,saved-2019-08-27_SR1_results,0.522
S1L2,D03,37763,0.62,saved-2019-08-27_SR1_results,0.538
S1L2,D03,38663,0.649,saved-2019-08-27_SR1_results,0.5670000000000001
S1L2,D03,39565,0.671,saved-2019-08-27_SR1_results,0.5890000000000001
S1L2,D03,40464,0.679,saved-2019-08-27_SR1_results,0.5970000000000001
S1L2,D03,41366,0.675,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D03,42266,0.674,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D03,43168,0.675,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D03,44068,0.678,saved-2019-08-27_SR1_results,0.5960000000000001
S1L2,D03,44959,0.679,saved-2019-08-27_SR1_results,0.5970000000000001
S1L2,D03,45859,0.677,saved-2019-08-27_SR1_results,0.5950000000000001
S1L2,D03,46761,0.677,saved-2019-08-27_SR1_results,0.5950000000000001
S1L2,D03,47660,0.674,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D03,48561,0.675,saved-2019-08-27_SR1_results,0.5930000000000001
S1L2,D03,49464,0.674,saved-2019-08-27_SR1_results,0.5920000000000001
S1L2,D03,50364,0.676,saved-2019-08-27_SR1_results,0.5940000000000001
S1L2,D03,51264,0.676,saved-2019-08-27_SR1_results,0.5940000000000001
S1L2,D03,52166,0.672,saved-2019-08-27_SR1_results,0.5900000000000001
S1L2,D03,53066,0.67,saved-2019-08-27_SR1_results,0.5880000000000001
S1L2,D03,53966,0.668,saved-2019-08-27_SR1_results,0.5860000000000001
S1L2,D03,54866,0.67,saved-2019-08-27_SR1_results,0.5880000000000001
S1L2,D03,55767,0.668,saved-2019-08-27_SR1_results,0.5860000000000001
S1L2,D03,56658,0.669,saved-2019-08-27_SR1_results,0.5870000000000001
S1L2,D03,57559,0.667,saved-2019-08-27_SR1_results,0.5850000000000001
S1L2,D03,58460,0.667,saved-2019-08-27_SR1_results,0.5850000000000001
S1L2,D03,59361,0.667,saved-2019-08-27_SR1_results,0.5850000000000001
S1L2,D03,60261,0.668,saved-2019-08-27_SR1_results,0.5860000000000001
S1L2,D03,61161,0.667,saved-2019-08-27_SR1_results,0.5850000000000001
S1L2,D03,62063,0.666,saved-2019-08-27_SR1_results,0.5840000000000001
S1L2,D03,62963,0.667,saved-2019-08-27_SR1_results,0.5850000000000001
S1L2,D03,63864,0.664,saved-2019-08-27_SR1_results,0.5820000000000001
S1L2,D03,64765,0.662,saved-2019-08-27_SR1_results,0.5800000000000001
S1L2,D03,65666,0.664,saved-2019-08-27_SR1_results,0.5820000000000001
S1L2,D03,66566,0.665,saved-2019-08-27_SR1_results,0.5830000000000001
S1L2,D03,67467,0.665,saved-2019-08-27_SR1_results,0.5830000000000001
S1L2,D03,68358,0.664,saved-2019-08-27_SR1_results,0.5820000000000001
S1L2,D03,69259,0.665,saved-2019-08-27_SR1_results,0.5830000000000001
S1L2,D03,70160,0.662,saved-2019-08-27_SR1_results,0.5800000000000001
S1L2,D03,71060,0.662,saved-2019-08-27_SR1_results,0.5800000000000001
S1L2,D03,71961,0.665,saved-2019-08-27_SR1_results,0.5830000000000001
S1L2,D03,72862,0.664,saved-2019-08-27_SR1_results,0.5820000000000001
S1L2,D03,73763,0.663,saved-2019-08-27_SR1_results,0.5810000000000001
S1L2,D03,74663,0.662,saved-2019-08-27_SR1_results,0.5800000000000001
S1L2,D03,75565,0.663,saved-2019-08-27_SR1_results,0.5810000000000001
S1L2,D03,76465,0.661,saved-2019-08-27_SR1_results,0.5790000000000001
S1L2,D03,77365,0.66,saved-2019-08-27_SR1_results,0.5780000000000001
S1L2,D03,78267,0.663,saved-2019-08-27_SR1_results,0.5810000000000001
S1L2,D03,79167,0.662,saved-2019-08-27_SR1_results,0.5800000000000001
S1L2,D03,80058,0.662,saved-2019-08-27_SR1_results,0.5800000000000001
S1L2,D03,80959,0.658,saved-2019-08-27_SR1_results,0.5760000000000001
S1L2,D03,81860,0.667,saved-2019-08-27_SR1_results,0.5850000000000001
S1L2,D03,82760,0.661,saved-2019-08-27_SR1_results,0.5790000000000001
S1L2,D03,83661,0.661,saved-2019-08-27_SR1_results,0.5790000000000001
S1L2,D03,84562,0.665,saved-2019-08-27_SR1_results,0.5830000000000001
S1L2,D03,85462,0.659,saved-2019-08-27_SR1_results,0.5770000000000001
S1L2,D03,86363,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L2,D03,87264,0.659,saved-2019-08-27_SR1_results,0.5770000000000001
S1L2,D03,88164,0.66,saved-2019-08-27_SR1_results,0.5780000000000001
S1L2,D03,89065,0.658,saved-2019-08-27_SR1_results,0.5760000000000001
S1L2,D03,89966,0.658,saved-2019-08-27_SR1_results,0.5760000000000001
S1L2,D03,90868,0.661,saved-2019-08-27_SR1_results,0.5790000000000001
S1L2,D03,91768,0.659,saved-2019-08-27_SR1_results,0.5770000000000001
S1L2,D03,92660,0.658,saved-2019-08-27_SR1_results,0.5760000000000001
S1L2,D03,93559,0.66,saved-2019-08-27_SR1_results,0.5780000000000001
S1L2,D03,94460,0.658,saved-2019-08-27_SR1_results,0.5760000000000001
S1L2,D03,95362,0.661,saved-2019-08-27_SR1_results,0.5790000000000001
S1L2,D03,96262,0.659,saved-2019-08-27_SR1_results,0.5770000000000001
S1L2,D03,97163,0.665,saved-2019-08-27_SR1_results,0.5830000000000001
S1L2,D03,98064,0.661,saved-2019-08-27_SR1_results,0.5790000000000001
S1L2,D03,98965,0.661,saved-2019-08-27_SR1_results,0.5790000000000001
S1L2,D03,99865,0.66,saved-2019-08-27_SR1_results,0.5780000000000001
S1L2,D03,100767,0.659,saved-2019-08-27_SR1_results,0.5770000000000001
S1L2,D03,101667,0.661,saved-2019-08-27_SR1_results,0.5790000000000001
S1L2,D03,102567,0.658,saved-2019-08-27_SR1_results,0.5760000000000001
S1L2,D03,103469,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L2,D03,104359,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,105260,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L2,D03,106161,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L2,D03,107062,0.658,saved-2019-08-27_SR1_results,0.5760000000000001
S1L2,D03,107962,0.658,saved-2019-08-27_SR1_results,0.5760000000000001
S1L2,D03,108863,0.658,saved-2019-08-27_SR1_results,0.5760000000000001
S1L2,D03,109764,0.659,saved-2019-08-27_SR1_results,0.5770000000000001
S1L2,D03,110665,0.658,saved-2019-08-27_SR1_results,0.5760000000000001
S1L2,D03,111564,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L2,D03,112465,0.658,saved-2019-08-27_SR1_results,0.5760000000000001
S1L2,D03,113366,0.654,saved-2019-08-27_SR1_results,0.5720000000000001
S1L2,D03,114267,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,115167,0.659,saved-2019-08-27_SR1_results,0.5770000000000001
S1L2,D03,116058,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,116959,0.658,saved-2019-08-27_SR1_results,0.5760000000000001
S1L2,D03,117859,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,118760,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L2,D03,119661,0.658,saved-2019-08-27_SR1_results,0.5760000000000001
S1L2,D03,120562,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,121463,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,122364,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L2,D03,123264,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,124165,0.655,saved-2019-08-27_SR1_results,0.5730000000000001
S1L2,D03,125066,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,125966,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L2,D03,126866,0.658,saved-2019-08-27_SR1_results,0.5760000000000001
S1L2,D03,127758,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,128658,0.653,saved-2019-08-27_SR1_results,0.5710000000000001
S1L2,D03,129560,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,130460,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,131361,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,132261,0.653,saved-2019-08-27_SR1_results,0.5710000000000001
S1L2,D03,133164,0.659,saved-2019-08-27_SR1_results,0.5770000000000001
S1L2,D03,134064,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,134963,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L2,D03,135865,0.655,saved-2019-08-27_SR1_results,0.5730000000000001
S1L2,D03,136765,0.663,saved-2019-08-27_SR1_results,0.5810000000000001
S1L2,D03,137667,0.659,saved-2019-08-27_SR1_results,0.5770000000000001
S1L2,D03,138568,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L2,D03,139469,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,140359,0.66,saved-2019-08-27_SR1_results,0.5780000000000001
S1L2,D03,141261,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,142161,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,143061,0.654,saved-2019-08-27_SR1_results,0.5720000000000001
S1L2,D03,143963,0.655,saved-2019-08-27_SR1_results,0.5730000000000001
S1L2,D03,144863,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,145764,0.655,saved-2019-08-27_SR1_results,0.5730000000000001
S1L2,D03,146665,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,147565,0.655,saved-2019-08-27_SR1_results,0.5730000000000001
S1L2,D03,148466,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L2,D03,149367,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L2,D03,150268,0.658,saved-2019-08-27_SR1_results,0.5760000000000001
S1L2,D03,151168,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L2,D03,152060,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L2,D03,152960,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L2,D03,153860,0.658,saved-2019-08-27_SR1_results,0.5760000000000001
S1L2,D03,154762,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,155662,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L2,D03,156563,0.655,saved-2019-08-27_SR1_results,0.5730000000000001
S1L2,D03,157464,0.66,saved-2019-08-27_SR1_results,0.5780000000000001
S1L2,D03,158365,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L2,D03,159265,0.656,saved-2019-08-27_SR1_results,0.5740000000000001
S1L2,D03,160166,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
S1L2,D03,161067,0.657,saved-2019-08-27_SR1_results,0.5750000000000001
