"","plate","well","run","A","mu","lambda","solvent","control2","strain"
"266","S2L1","C11","Result_96_2020-01-13_mitacs_control",3.43770932559277,0.000182761944737207,17637.009069272,"H2O","case","S6.113"
"267","S2L1","A03","Result_96_2020-01-13_mitacs_control",3.99738405179299,0.000129224754945385,13520.0777413366,"H2O","case","S6.113"
"268","S2L1","E03","Result_96_2020-01-13_mitacs_control",3.47753342501261,0.000152302642157878,15625.8537227337,"H2O","case","S6.113"
"269","S2L1","B05","Result_96_2020-01-13_mitacs_control",3.39325820862292,0.000130563408041246,16755.4062735604,"DMSO","case","S6.113"
"270","S2L1","H07","Result_96_2020-01-13_mitacs_control",3.10781897646859,0.000146968009266315,18189.0819167783,"DMSO","case","S6.113"
"271","S2L1","E04","Result_96_2020-01-13_mitacs_control",3.45054252680103,0.000171178001001401,16439.4259911373,"H2O","case","S6.113"
"272","S2L1","G07","Result_96_2020-01-13_mitacs_control",3.56942794254363,0.000210542425076847,23634.4551764849,"ETOH","case","S6.113"
"273","S2L1","C03","Result_96_2020-01-13_mitacs_control",3.50361654564551,0.000136729152961928,14590.9786507681,"H2O","case","S6.113"
"274","S2L1","G06","Result_96_2020-01-13_mitacs_control",3.40525647848626,0.000189040076715365,16972.0715700645,"H2O","case","S6.113"
"275","S2L1","G12","Result_96_2020-01-13_mitacs_control",3.22517486200777,0.00016534514124655,16286.183049152,"H2O","case","S6.113"
"276","S2L1","G05","Result_96_2020-01-13_mitacs_control",3.14974711950468,0.000139009700289514,18232.9404980612,"DMSO","case","S6.113"
"277","S2L1","D10","Result_96_2020-01-13_mitacs_control",3.35426407700705,0.000200192897813533,17908.6136341107,"H2O","case","S6.113"
"278","S2L1","A05","Result_96_2020-01-13_mitacs_control",3.86732351122862,0.000152743497255343,16622.7269514979,"H2O","case","S6.113"
"279","S2L1","C10","Result_96_2020-01-13_mitacs_control",3.35198532874354,0.000183729327124887,16987.9344272265,"H2O","case","S6.113"
"280","S2L1","G02","Result_96_2020-01-13_mitacs_control",3.35340632636053,0.000236385166404638,20809.9634379914,"H2O","case","S6.113"
"281","S2L1","D01","Result_96_2020-01-13_mitacs_control",3.5746205564997,0.000152630996549142,16324.6592482508,"DMSO","case","S6.113"
"282","S2L1","D08","Result_96_2020-01-13_mitacs_control",3.33765244718038,0.000181476306748627,17972.0599646046,"DMSO","case","S6.113"
"283","S2L1","H09","Result_96_2020-01-13_mitacs_control",3.3932331289605,0.000149057351207419,15505.092548057,"H2O","case","S6.113"
"284","S2L1","F12","Result_96_2020-01-13_mitacs_control",3.39803107397315,0.000163635084811417,16209.4873973339,"H2O","case","S6.113"
"285","S2L1","G09","Result_96_2020-01-13_mitacs_control",3.39612903672878,0.000182298114131975,16136.5366418527,"H2O","case","S6.113"
"286","S2L1","E02","Result_96_2020-01-13_mitacs_control",3.24597924165406,0.00013498239600914,17461.1977862114,"DMSO","case","S6.113"
"287","S2L1","F10","Result_96_2020-01-13_mitacs_control",3.36419382186437,0.000175862493761256,16639.2088491433,"H2O","case","S6.113"
"288","S2L1","D09","Result_96_2020-01-13_mitacs_control",3.41936130533261,0.000217601220831525,29420.6634873794,"ETOH","case","S6.113"
"289","S2L2","F12","Result_96_2020-01-13_mitacs_control",3.62611460738746,0.00020603361427597,3904.09305136402,"H2O","case","U5.05"
"290","S2L2","E04","Result_96_2020-01-13_mitacs_control",3.71881824745595,0.00023468164633039,1742.36551381884,"H2O","case","U5.05"
"291","S2L2","G05","Result_96_2020-01-13_mitacs_control",3.62555873693352,8.13104431011888e-05,23254.1894955639,"DMSO","case","U5.05"
"292","S2L2","C06","Result_96_2020-01-13_mitacs_control",3.86489136995513,0.000148629643260203,18730.1892810025,"H2O","case","U5.05"
"293","S2L2","C01","Result_96_2020-01-13_mitacs_control",3.82597060022495,0.000261446404340814,25104.3466032491,"ETOH","ETOH","U5.05"
"294","S2L2","B04","Result_96_2020-01-13_mitacs_control",3.82510719103522,0.000129716776603267,8248.66617437074,"H2O","case","U5.05"
"295","S2L2","E02","Result_96_2020-01-13_mitacs_control",2.90313846074741,8.05385128214334e-05,19452.1043166455,"DMSO","case","U5.05"
"296","S2L2","D07","Result_96_2020-01-13_mitacs_control",3.71980504300802,0.000107724821077591,19778.4244460411,"DMSO","case","U5.05"
"297","S2L2","H08","Result_96_2020-01-13_mitacs_control",3.70978766687797,8.09338333601891e-05,11275.6635853335,"DMSO","case","U5.05"
"298","S2L2","B11","Result_96_2020-01-13_mitacs_control",3.76128527336162,0.000107637684629182,13476.1804222608,"DMSO","case","U5.05"
"299","S2L2","A11","Result_96_2020-01-13_mitacs_control",3.58829821328441,0.000184461521653885,3770.49973954412,"H2O","case","U5.05"
"300","S2L2","D06","Result_96_2020-01-13_mitacs_control",3.89917909729569,0.000116228854852153,15840.8487561179,"H2O","case","U5.05"
"301","S2L2","H01","Result_96_2020-01-13_mitacs_control",2.93608823617981,7.34408890751345e-05,20789.0304764722,"DMSO","case","U5.05"
"302","S2L2","D02","Result_96_2020-01-13_mitacs_control",3.09085343045111,9.5383695278398e-05,33668.0472246611,"DMSO","case","U5.05"
"303","S2L2","G06","Result_96_2020-01-13_mitacs_control",4.01390255651114,0.000170326363985967,18085.7581625113,"H2O","case","U5.05"
"304","S2L2","A09","Result_96_2020-01-13_mitacs_control",3.24300642694337,0.00019834238314878,3198.4936753864,"H2O","case","U5.05"
"305","S2L2","G11","Result_96_2020-01-13_mitacs_control",3.76872815655099,0.000111888775071868,9644.18876926055,"DMSO","case","U5.05"
"306","S2L2","D11","Result_96_2020-01-13_mitacs_control",4.11965179496109,0.000129702849706011,16752.8506609748,"H2O","case","U5.05"
"307","S2L2","A07","Result_96_2020-01-13_mitacs_control",3.6914134423518,0.000150838488053206,4361.26477843269,"H2O","H2O","U5.05"
"308","S2L2","D10","Result_96_2020-01-13_mitacs_control",3.26918663281539,0.000130969967146831,17248.7438318642,"H2O","case","U5.05"
"309","S2L2","C07","Result_96_2020-01-13_mitacs_control",3.84773999353835,0.000168816685099475,23022.1251290894,"ETOH","ETOH","U5.05"
"310","S2L2","C03","Result_96_2020-01-13_mitacs_control",3.85474697664513,0.00012185251131328,12523.384765914,"H2O","case","U5.05"
"311","S2L2","C05","Result_96_2020-01-13_mitacs_control",3.90194985433825,0.000134067345632075,16918.6755612623,"H2O","case","U5.05"
"312","S2L2","E08","Result_96_2020-01-13_mitacs_control",2.95664363080562,0.000136089989257802,27184.9833832511,"DMSO","case","U5.05"
"313","S2L2","D09","Result_96_2020-01-13_mitacs_control",3.93570786802963,0.000243653571179126,23516.4640436763,"ETOH","case","U5.05"
"314","S2L2","B02","Result_96_2020-01-13_mitacs_control",4.06580205839575,0.00012854537418084,16828.9456943023,"H2O","case","U5.05"
"315","S2L2","H06","Result_96_2020-01-13_mitacs_control",3.67985044863876,8.17509392509755e-05,6412.53735548461,"H2O","case","U5.05"
"316","S2L2","C02","Result_96_2020-01-13_mitacs_control",3.93775155931328,0.000125629919179148,14042.4954194687,"H2O","case","U5.05"
"317","S2L2","F02","Result_96_2020-01-13_mitacs_control",3.70343597060101,9.40809438679349e-05,23019.0537229053,"DMSO","case","U5.05"
"318","S2L2","D08","Result_96_2020-01-13_mitacs_control",3.72006852489003,0.000103755951546246,16469.8974713838,"DMSO","case","U5.05"
"319","S2L2","B03","Result_96_2020-01-13_mitacs_control",3.71076052381881,8.18004247228357e-05,12667.4469240609,"DMSO","case","U5.05"
"320","S2L2","F11","Result_96_2020-01-13_mitacs_control",3.83861567026064,0.000140644090235647,9234.16254803494,"H2O","case","U5.05"
"321","S2L2","E06","Result_96_2020-01-13_mitacs_control",3.0432120668213,0.00022956715432235,21017.2376618648,"H2O","case","U5.05"
"322","S2L2","B08","Result_96_2020-01-13_mitacs_control",3.88264304936184,0.000130792416601245,13398.0133851951,"H2O","case","U5.05"
"323","S2L2","F03","Result_96_2020-01-13_mitacs_control",3.65444760104244,0.000145641435077913,3726.93022693916,"DMSO","case","U5.05"
"324","S2L2","F10","Result_96_2020-01-13_mitacs_control",3.91337462917872,0.000136214321359253,14066.9664633071,"H2O","case","U5.05"
"325","S2L2","H12","Result_96_2020-01-13_mitacs_control",3.98852468066754,0.000103813413726678,3493.68934847609,"H2O","case","U5.05"
"326","S2L2","A01","Result_96_2020-01-13_mitacs_control",2.99530830467528,0.000164513523029686,21193.743411053,"H2O","H2O","U5.05"
"327","S2L2","E07","Result_96_2020-01-13_mitacs_control",2.9976251928121,0.000245598845064292,23388.1937080092,"ETOH","case","U5.05"
"328","S2L2","A08","Result_96_2020-01-13_mitacs_control",3.51753457320087,0.000180763602003511,3282.91615228915,"H2O","case","U5.05"
"329","S2L2","C04","Result_96_2020-01-13_mitacs_control",3.85733477113429,0.000155901715835753,16713.4296322537,"H2O","case","U5.05"
"330","S2L2","H05","Result_96_2020-01-13_mitacs_control",3.94565353060766,0.000143114287885872,16656.2894493443,"H2O","case","U5.05"
"331","S2L2","B07","Result_96_2020-01-13_mitacs_control",3.64233676357752,9.02366244448415e-05,14892.342465891,"DMSO","DMSO","U5.05"
"332","S2L2","B06","Result_96_2020-01-13_mitacs_control",3.98868468677217,0.000151097113609428,17007.7154655212,"H2O","case","U5.05"
"333","S2L2","E12","Result_96_2020-01-13_mitacs_control",3.91869989789815,0.000128094249854696,8397.09069377512,"H2O","case","U5.05"
"334","S2L2","E03","Result_96_2020-01-13_mitacs_control",3.11268098139789,0.000120465369371963,15621.7811427442,"H2O","case","U5.05"
"335","S2L2","E01","Result_96_2020-01-13_mitacs_control",2.94092076724598,0.00026389169390684,22812.9006697288,"ETOH","case","U5.05"
"336","S2L2","F05","Result_96_2020-01-13_mitacs_control",4.04122266272651,0.000155833976025587,20218.788550716,"H2O","case","U5.05"
"337","S2L2","C12","Result_96_2020-01-13_mitacs_control",3.88297797566419,0.000173123629988783,4297.73253046484,"H2O","case","U5.05"
"338","S2L2","C10","Result_96_2020-01-13_mitacs_control",3.94588472722438,0.000148669299572079,18095.0834381442,"H2O","case","U5.05"
"339","S2L2","F01","Result_96_2020-01-13_mitacs_control",3.57440430902258,7.53497624340025e-05,19684.5450672983,"DMSO","case","U5.05"
"340","S2L2","C08","Result_96_2020-01-13_mitacs_control",3.88702528978323,0.000152595704422491,18334.2233659867,"H2O","case","U5.05"
"341","S2L2","G01","Result_96_2020-01-13_mitacs_control",3.88508933190072,0.000277289022171848,24798.8241526928,"ETOH","case","U5.05"
"342","S2L2","B05","Result_96_2020-01-13_mitacs_control",3.66660096974551,8.67207914254734e-05,14529.3812379756,"DMSO","case","U5.05"
"343","S2L2","E09","Result_96_2020-01-13_mitacs_control",3.01742707175818,0.000210264499236844,20614.00272631,"H2O","case","U5.05"
"344","S2L2","D12","Result_96_2020-01-13_mitacs_control",3.7874553646199,0.000197763967592203,3875.21768078008,"H2O","case","U5.05"
"345","S2L2","B10","Result_96_2020-01-13_mitacs_control",3.78240856492737,0.000127221215483986,9563.34648741063,"H2O","case","U5.05"
"346","S2L2","G10","Result_96_2020-01-13_mitacs_control",4.02236781302845,0.000190902662185197,20599.6631400454,"H2O","case","U5.05"
"347","S2L2","E05","Result_96_2020-01-13_mitacs_control",2.98283944884182,0.000187189291303508,19817.5069386621,"H2O","case","U5.05"
"348","S2L2","A06","Result_96_2020-01-13_mitacs_control",3.78607099362042,0.000160248277433112,3670.51229955843,"H2O","case","U5.05"
"349","S2L2","H03","Result_96_2020-01-13_mitacs_control",3.96789598188441,0.000134991817179048,4457.81217830357,"H2O","case","U5.05"
"350","S2L2","G09","Result_96_2020-01-13_mitacs_control",3.88778177266081,0.000115120438579113,13280.2223791741,"H2O","case","U5.05"
"351","S2L2","F07","Result_96_2020-01-13_mitacs_control",3.70791871384789,0.000124198196468199,24512.7160234334,"DMSO","case","U5.05"
"352","S2L2","H11","Result_96_2020-01-13_mitacs_control",3.9028775331019,9.97050357282825e-05,12876.322579321,"H2O","case","U5.05"
"353","S2L2","H04","Result_96_2020-01-13_mitacs_control",3.67166059504615,0.000102733788770594,25856.3753368263,"DMSO","case","U5.05"
"354","S2L2","D05","Result_96_2020-01-13_mitacs_control",4.01495034146597,0.000126808967980612,16364.5313030762,"H2O","case","U5.05"
"355","S2L2","H09","Result_96_2020-01-13_mitacs_control",3.70044481688057,0.00021831231532519,4400.14516401004,"H2O","case","U5.05"
"356","S2L2","F06","Result_96_2020-01-13_mitacs_control",3.97884755925221,0.000158766843031894,18119.9113758883,"H2O","case","U5.05"
"357","S2L2","A04","Result_96_2020-01-13_mitacs_control",3.04139662183117,0.000196101966329254,2812.6617191448,"H2O","case","U5.05"
"358","S2L2","H07","Result_96_2020-01-13_mitacs_control",3.73335434061383,7.90287844835992e-05,17106.6282668443,"DMSO","case","U5.05"
"359","S2L2","E10","Result_96_2020-01-13_mitacs_control",3.00493229554223,0.000179669779747714,20169.9189615295,"H2O","case","U5.05"
"360","S2L2","G08","Result_96_2020-01-13_mitacs_control",4.02729169166774,0.000165330561014204,19288.8313145532,"H2O","case","U5.05"
"361","S2L2","D04","Result_96_2020-01-13_mitacs_control",3.89514538793542,0.000140380986378327,16731.0288465743,"H2O","case","U5.05"
"362","S2L2","A02","Result_96_2020-01-13_mitacs_control",2.99752751432048,0.000118114463272124,16412.7197027481,"H2O","case","U5.05"
"363","S2L2","G02","Result_96_2020-01-13_mitacs_control",4.04500973491757,0.000106144101077593,15115.7014862042,"H2O","case","U5.05"
"364","S2L2","F04","Result_96_2020-01-13_mitacs_control",3.96172343202282,0.000130564362046576,17566.7001937865,"H2O","case","U5.05"
"365","S2L2","C09","Result_96_2020-01-13_mitacs_control",3.97294098777558,0.000136934863622706,14558.703089896,"H2O","case","U5.05"
"366","S2L2","F08","Result_96_2020-01-13_mitacs_control",3.60486205815886,0.000112712333122829,25342.9315739541,"DMSO","case","U5.05"
"367","S2L2","D03","Result_96_2020-01-13_mitacs_control",3.95481669097734,0.000219962471203047,21947.6862766241,"ETOH","case","U5.05"
"368","S2L2","B01","Result_96_2020-01-13_mitacs_control",3.51063738996752,6.91940580992265e-05,15713.1906724014,"DMSO","DMSO","U5.05"
"369","S2L2","A03","Result_96_2020-01-13_mitacs_control",2.96396078110242,0.000223723556391138,3116.98922805626,"H2O","case","U5.05"
"370","S2L2","C11","Result_96_2020-01-13_mitacs_control",3.92840368822997,0.000124364456584009,10198.3492035363,"H2O","case","U5.05"
"371","S2L2","H02","Result_96_2020-01-13_mitacs_control",3.74108170263844,7.8890099342384e-05,20201.7281647622,"DMSO","case","U5.05"
"372","S2L2","F09","Result_96_2020-01-13_mitacs_control",3.53542303991984,9.66301844639633e-05,30281.813666738,"DMSO","case","U5.05"
"373","S2L2","A05","Result_96_2020-01-13_mitacs_control",3.55969574211073,0.0002063200140063,3319.47406662314,"H2O","case","U5.05"
"374","S2L2","E11","Result_96_2020-01-13_mitacs_control",4.02935988668677,0.000107717287787981,16196.9468164581,"H2O","case","U5.05"
"375","S2L2","H10","Result_96_2020-01-13_mitacs_control",3.74446013071313,8.58083520821677e-05,13749.7829539996,"DMSO","case","U5.05"
"376","S2L2","B09","Result_96_2020-01-13_mitacs_control",3.66296501272243,9.52889582613812e-05,14891.5666470936,"DMSO","case","U5.05"
"377","S2L2","G04","Result_96_2020-01-13_mitacs_control",4,0.000122633533264138,15910.8308529939,"H2O","case","U5.05"
"378","S2L2","G03","Result_96_2020-01-13_mitacs_control",3.98994633533608,0.000119695788278228,13073.7069830779,"H2O","case","U5.05"
"379","S2L2","G12","Result_96_2020-01-13_mitacs_control",3.82140269654324,0.000157285251890481,5101.49126722112,"H2O","case","U5.05"
"380","S2L2","B12","Result_96_2020-01-13_mitacs_control",3.85320272471453,0.000160530592785196,18439.757805651,"H2O","case","U5.05"
"381","S2L2","G07","Result_96_2020-01-13_mitacs_control",3.90948770709456,0.00025001148756136,24992.5517813962,"ETOH","case","U5.05"
"382","S2L2","D01","Result_96_2020-01-13_mitacs_control",2.90567261745185,7.20142240340723e-05,17113.1886864977,"DMSO","case","U5.05"
"383","S2L2","A10","Result_96_2020-01-13_mitacs_control",3.47195353889197,0.000234961079899158,3386.60472893865,"H2O","case","U5.05"
"384","S2L2","A12","Result_96_2020-01-13_mitacs_control",3.68839209037656,0.000155721834572427,2953.55624949558,"H2O","case","U5.05"
"385","S3L1","A11","Result_96_2020-01-13_mitacs_control",3.83893756726748,0.000142241970524655,14349.2081326922,"H2O","case","WLP.644"
"386","S3L1","C01","Result_96_2020-01-13_mitacs_control",3.51131341033549,0.000155782043041767,10666.7749052829,"ETOH","ETOH","WLP.644"
"387","S3L1","H05","Result_96_2020-01-13_mitacs_control",3.80007959125443,0.000152251532108357,11015.7872963022,"H2O","case","WLP.644"
"388","S3L1","F09","Result_96_2020-01-13_mitacs_control",3.78689081949789,0.000176519517226117,11707.0353754205,"DMSO","case","WLP.644"
"389","S3L1","E01","Result_96_2020-01-13_mitacs_control",3.8877998344575,0.000147274423685272,10450.3289917286,"ETOH","case","WLP.644"
"390","S3L1","C03","Result_96_2020-01-13_mitacs_control",3.59010580399712,0.000158117556287903,10254.5615813769,"H2O","case","WLP.644"
"391","S3L1","E11","Result_96_2020-01-13_mitacs_control",3.32719661580354,0.000134080873456834,2008.60038274428,"H2O","case","WLP.644"
"392","S3L1","D08","Result_96_2020-01-13_mitacs_control",3.48542682717024,0.000158241408478188,10383.9518311022,"DMSO","case","WLP.644"
"393","S3L1","A03","Result_96_2020-01-13_mitacs_control",3.38747128103391,0.000145000222401745,13852.3972877163,"H2O","case","WLP.644"
"394","S3L1","B05","Result_96_2020-01-13_mitacs_control",3.79106983847011,0.000594941822509408,9581.52278749197,"DMSO","case","WLP.644"
"395","S3L1","B12","Result_96_2020-01-13_mitacs_control",4.01495034146597,0.000158272258766258,15133.744763555,"H2O","case","WLP.644"
"396","S3L1","E10","Result_96_2020-01-13_mitacs_control",3.87583465994037,0.000158393910161633,13870.3294886851,"H2O","case","WLP.644"
"397","S3L1","C02","Result_96_2020-01-13_mitacs_control",3.57490883605723,0.000148876703779203,10247.0325127995,"H2O","case","WLP.644"
"398","S3L1","C12","Result_96_2020-01-13_mitacs_control",3.50250635452932,0.000138351297694417,13558.7484266254,"H2O","case","WLP.644"
"399","S3L1","G04","Result_96_2020-01-13_mitacs_control",3.62339208721501,0.000144058926726379,11501.8324016245,"H2O","case","WLP.644"
"400","S3L1","C09","Result_96_2020-01-13_mitacs_control",3.60514038265879,0.000158968529913113,10801.326158823,"H2O","case","WLP.644"
"401","S3L1","B08","Result_96_2020-01-13_mitacs_control",3.44846050081629,0.000132913607178175,12868.8175839734,"H2O","case","WLP.644"
"402","S3L1","E03","Result_96_2020-01-13_mitacs_control",3.79569671687323,0.000162288196045633,10616.489272082,"H2O","case","WLP.644"
"403","S3L1","C11","Result_96_2020-01-13_mitacs_control",3.42390006798864,0.000175197438891755,13950.1441797589,"H2O","case","WLP.644"
"404","S3L1","B06","Result_96_2020-01-13_mitacs_control",3.85002825865284,0.000267568092824666,11674.1412263301,"H2O","case","WLP.644"
"405","S3L1","A08","Result_96_2020-01-13_mitacs_control",4.01975423434104,0.000143701972053729,10429.2940659645,"H2O","case","WLP.644"
"406","S3L1","D09","Result_96_2020-01-13_mitacs_control",3.51061515926108,0.000164420234657028,11143.8447502206,"ETOH","case","WLP.644"
"407","S3L1","C06","Result_96_2020-01-13_mitacs_control",3.42998784074482,0.000138515642508619,12554.9689059695,"H2O","case","WLP.644"
"408","S3L1","A10","Result_96_2020-01-13_mitacs_control",3.5385031896285,0.000554082895389103,9997.62557453222,"H2O","case","WLP.644"
"409","S3L1","G10","Result_96_2020-01-13_mitacs_control",3.59644506876845,0.000141967055260952,12582.5905130861,"H2O","case","WLP.644"
"410","S3L1","F04","Result_96_2020-01-13_mitacs_control",3.84460631735418,0.000155646423530956,10403.6913688063,"H2O","case","WLP.644"
"411","S3L1","A05","Result_96_2020-01-13_mitacs_control",3.68770060631041,0.000140996595450101,12797.9707879302,"H2O","case","WLP.644"
"412","S3L1","B10","Result_96_2020-01-13_mitacs_control",3.89763828237032,0.000151206069193938,10557.6632377177,"H2O","case","WLP.644"
"413","S3L1","F07","Result_96_2020-01-13_mitacs_control",3.74091277868287,0.000155892758830518,10494.4183046207,"DMSO","case","WLP.644"
"414","S3L1","G11","Result_96_2020-01-13_mitacs_control",3.90959734131974,0.000158232500673496,11474.3450742362,"DMSO","case","WLP.644"
"415","S3L1","B03","Result_96_2020-01-13_mitacs_control",3.67323334817626,0.000145980315860638,9946.07380264939,"DMSO","case","WLP.644"
"416","S3L1","H12","Result_96_2020-01-13_mitacs_control",3.8781588770652,0.000344311299810917,9971.43930442766,"H2O","case","WLP.644"
"417","S3L1","A12","Result_96_2020-01-13_mitacs_control",3.56264412129756,0.000140257528682363,14154.0173730943,"H2O","case","WLP.644"
"418","S3L1","E02","Result_96_2020-01-13_mitacs_control",3.81591693556103,0.0001555977824574,10504.9611056393,"DMSO","case","WLP.644"
"419","S3L1","B11","Result_96_2020-01-13_mitacs_control",3.82200169802201,0.000144506810603297,11170.4630860943,"DMSO","case","WLP.644"
"420","S3L1","F03","Result_96_2020-01-13_mitacs_control",3.89054260152103,0.000152012863537117,10243.9642987162,"DMSO","case","WLP.644"
"421","S3L1","A06","Result_96_2020-01-13_mitacs_control",3.34847524949892,0.000144282414236226,14233.4298404277,"H2O","case","WLP.644"
"422","S3L1","H03","Result_96_2020-01-13_mitacs_control",3.63161259401998,0.000145905318200836,10792.546227821,"H2O","case","WLP.644"
"423","S3L1","H11","Result_96_2020-01-13_mitacs_control",3.85659844107745,0.000150309068810787,11673.898303093,"H2O","case","WLP.644"
"424","S3L1","E09","Result_96_2020-01-13_mitacs_control",3.62449086490779,0.000156033833787718,10614.197322275,"H2O","case","WLP.644"
"425","S3L1","D02","Result_96_2020-01-13_mitacs_control",3.60650803100242,0.000165731229987457,10932.0629447154,"DMSO","case","WLP.644"
"426","S3L1","F11","Result_96_2020-01-13_mitacs_control",3.84513157286056,0.000148592884891286,10715.6724714695,"H2O","case","WLP.644"
"427","S3L1","C07","Result_96_2020-01-13_mitacs_control",3.5696417014374,0.000476924142267539,8734.1389964805,"ETOH","ETOH","WLP.644"
"428","S3L1","G12","Result_96_2020-01-13_mitacs_control",3.54260199899751,0.00013499018860343,13353.7327107212,"H2O","case","WLP.644"
"429","S3L1","G07","Result_96_2020-01-13_mitacs_control",3.88806672131686,0.000158243882034065,10648.2748024826,"ETOH","case","WLP.644"
"430","S3L1","D12","Result_96_2020-01-13_mitacs_control",3.53106949272595,0.000139355105003794,12850.6706224219,"H2O","case","WLP.644"
"431","S3L1","D03","Result_96_2020-01-13_mitacs_control",3.65760780255292,0.000152732874454863,10125.1314084799,"ETOH","case","WLP.644"
"432","S3L1","E04","Result_96_2020-01-13_mitacs_control",3.97184978438233,0.000219727516179284,16757.4298770319,"H2O","case","WLP.644"
"433","S3L1","F02","Result_96_2020-01-13_mitacs_control",3.8717341501949,0.000149956495046535,10417.3992188889,"DMSO","case","WLP.644"
"434","S3L1","G03","Result_96_2020-01-13_mitacs_control",3.89328016408987,0.000147831427847338,10185.0460094105,"H2O","case","WLP.644"
"435","S3L1","A01","Result_96_2020-01-13_mitacs_control",3.41568141584427,0.000154695928919853,11934.149717525,"H2O","H2O","WLP.644"
"436","S3L1","B07","Result_96_2020-01-13_mitacs_control",3.62058641045188,0.000557072755751934,9453.74557624804,"DMSO","DMSO","WLP.644"
"437","S3L1","G06","Result_96_2020-01-13_mitacs_control",3.63742992061529,0.000139395444579655,11861.6406548439,"H2O","case","WLP.644"
"438","S3L1","E12","Result_96_2020-01-13_mitacs_control",3.81147103052984,0.000144585444813398,14028.1438009116,"H2O","case","WLP.644"
"439","S3L1","G08","Result_96_2020-01-13_mitacs_control",3.59991284218713,0.000138087241536741,12708.950925827,"H2O","case","WLP.644"
"440","S3L1","B01","Result_96_2020-01-13_mitacs_control",3.54895754726566,0.000156511493384953,10847.8920660621,"DMSO","DMSO","WLP.644"
"441","S3L1","C10","Result_96_2020-01-13_mitacs_control",3.4023583652081,0.000134779342060244,13696.7515856772,"H2O","case","WLP.644"
"442","S3L1","H04","Result_96_2020-01-13_mitacs_control",3.68472393047954,0.000159689169574266,11081.9776869677,"DMSO","case","WLP.644"
"443","S3L1","D07","Result_96_2020-01-13_mitacs_control",3.57490883605723,0.000167378110009132,10759.6429333812,"DMSO","case","WLP.644"
"444","S3L1","B09","Result_96_2020-01-13_mitacs_control",3.93949526104045,0.000542500106559484,9923.77025604269,"DMSO","case","WLP.644"
"445","S3L1","B02","Result_96_2020-01-13_mitacs_control",3.61753036317759,0.000369709043193605,1502.14062722717,"H2O","case","WLP.644"
"446","S3L1","C08","Result_96_2020-01-13_mitacs_control",3.30146399232765,0.000145516944924251,11365.0155045536,"H2O","case","WLP.644"
"447","S3L1","H07","Result_96_2020-01-13_mitacs_control",3.82279997998504,0.000151799672046032,10890.3734616218,"DMSO","case","WLP.644"
"448","S3L1","E05","Result_96_2020-01-13_mitacs_control",3.63581887070931,0.000132052776097122,10892.0725612376,"H2O","case","WLP.644"
"449","S3L1","G05","Result_96_2020-01-13_mitacs_control",3.91355432588953,0.000169749968935271,10543.4053545337,"DMSO","case","WLP.644"
"450","S3L1","G01","Result_96_2020-01-13_mitacs_control",3.39040783277013,0.000161335528466062,11947.227797879,"ETOH","case","WLP.644"
"451","S3L1","B04","Result_96_2020-01-13_mitacs_control",3.68289428856948,0.000158205980095825,10320.2043755675,"H2O","case","WLP.644"
"452","S3L1","D06","Result_96_2020-01-13_mitacs_control",3.45578384162215,0.000153719895474299,11833.8827020632,"H2O","case","WLP.644"
"453","S3L1","E08","Result_96_2020-01-13_mitacs_control",3.5385031896285,0.000152890320734325,10413.3873909233,"DMSO","case","WLP.644"
"454","S3L1","A09","Result_96_2020-01-13_mitacs_control",3.84497440369725,0.000136686715910744,13477.7417489281,"H2O","case","WLP.644"
"455","S3L1","C04","Result_96_2020-01-13_mitacs_control",3.44457748442017,0.000138239112553683,12180.7844327404,"H2O","case","WLP.644"
"456","S3L1","F12","Result_96_2020-01-13_mitacs_control",3.97226104942552,0.000161473913846735,14312.2536099211,"H2O","case","WLP.644"
"457","S3L1","F05","Result_96_2020-01-13_mitacs_control",3.87310228215224,0.000157394689926338,10236.9600958852,"H2O","case","WLP.644"
"458","S3L1","F06","Result_96_2020-01-13_mitacs_control",3.99246632731459,0.000246962431205918,17111.4325649801,"H2O","case","WLP.644"
"459","S3L1","H08","Result_96_2020-01-13_mitacs_control",3.82017896241519,0.000141747910410098,10622.105236416,"DMSO","case","WLP.644"
"460","S3L1","D10","Result_96_2020-01-13_mitacs_control",3.32012359804061,0.00013805405497509,13085.3504480014,"H2O","case","WLP.644"
"461","S3L1","D01","Result_96_2020-01-13_mitacs_control",3.42812749871929,0.000157360016052891,11203.32610452,"DMSO","case","WLP.644"
"462","S3L1","A04","Result_96_2020-01-13_mitacs_control",3.38747128103391,0.000240226843131318,7875.51341303612,"H2O","case","WLP.644"
"463","S3L1","F08","Result_96_2020-01-13_mitacs_control",3.75183094373013,0.000150648434189993,10442.6653558419,"DMSO","case","WLP.644"
"464","S3L1","H01","Result_96_2020-01-13_mitacs_control",3.69408422310127,0.000134510930912327,10234.9516182119,"DMSO","case","WLP.644"
"465","S3L1","G09","Result_96_2020-01-13_mitacs_control",3.89616418901546,0.000155347466269693,10878.5535533871,"H2O","case","WLP.644"
"466","S3L1","D05","Result_96_2020-01-13_mitacs_control",3.53149129227312,0.000171312723519127,12515.5639003797,"H2O","case","WLP.644"
"467","S3L1","E07","Result_96_2020-01-13_mitacs_control",3.60650803100242,0.000164817173564701,10829.6796313578,"ETOH","case","WLP.644"
